Year,Age,E_F,E_H,E_Tot,D_F,D_H,D_Tot,m_F,m_H,m_Tot
2012,56,421415.85,395960.66,817376.52,1450,3080,4530,0.003440781831058324,0.007778550525701216,0.005542121518244738
2012,57,420632.71,394879.2,815511.91,1585,3329,4914,0.003768133010863563,0.008430426317719444,0.006025663070941539
2012,58,416183.52,390508.41,806691.93,1651,3532,5183,0.003966999942717578,0.0090446195512153,0.006425005392083196
2012,59,417410.74,389023.09,806433.83,1693,3815,5508,0.004055956969387036,0.009806615848946139,0.006830070608520975
2012,60,414858.96,386987.81,801846.76,1803,4087,5890,0.004346055343724527,0.010561056173836587,0.00734554318084418
2012,61,417270.77,389782.99,807053.76,2002,4298,6300,0.004797843855681528,0.011026648443535209,0.007806171425308767
2012,62,423151.2,394013.84,817165.04,2125,4523,6648,0.0050218456192491,0.011479292199482129,0.008135443483974792
2012,63,419698.42,390532.42,810230.84,2204,4821,7025,0.00525138979555844,0.01234468574977719,0.008670368558175347
2012,64,411701.28,382621.38,794322.66,2311,4955,7266,0.005613293211038838,0.012950138855282995,0.009147416240146039
2012,65,401377.31,370341.87,771719.18,2492,5155,7647,0.006208622007058645,0.013919571124917634,0.00990904489376563
2012,66,343611.42,314054.0,657665.42,2140,4428,6568,0.0062279652987086405,0.014099486075643042,0.009986841029288113
2012,67,291183.28,263044.0,554227.28,2062,4281,6343,0.00708145055581488,0.016274843752376027,0.01144476323864823
2012,68,287552.2,257458.27,545010.48,2230,4391,6621,0.007755113680229189,0.017055191118933565,0.01214839024746827
2012,69,271777.67,242090.36,513868.03,2218,4396,6614,0.008161082549570759,0.0181585090790067,0.01287100892421737
2012,70,252624.25,222037.8,474662.05,2286,4313,6599,0.009049012515623501,0.019424620492546764,0.013902522858105046
2012,71,228776.23,197368.11,426144.33,2262,4147,6409,0.009887390836014738,0.021011499780790324,0.01503950551213482
2012,72,260218.14,219190.75,479408.89,2699,4925,7624,0.010372067066500436,0.02246901386121449,0.015902917444855894
2012,73,258174.27,212544.95,470719.23,3153,5461,8614,0.012212680992571414,0.025693388622030303,0.018299656039121242
2012,74,256779.55,206860.81,463640.36,3359,5471,8830,0.013081259781006705,0.026447735557063708,0.01904493387935425
2012,75,255204.88,200347.92,455552.8,3812,5933,9745,0.01493701844572878,0.029613484382568084,0.021391592807683324
2012,76,254055.19,193645.62,447700.81,4435,6409,10844,0.017456836839271028,0.03309653995788802,0.024221533126107142
2012,77,255078.68,187883.4,442962.08,4846,6988,11834,0.01899805973592148,0.03719328051333966,0.026715605091975365
2012,78,251530.18,179323.13,430853.31,5519,7365,12884,0.02194170099190483,0.04107111001241167,0.029903449041623936
2012,79,249525.18,171968.45,421493.64,6428,8220,14648,0.0257609272138387,0.04779946554149903,0.03475260030020856
2012,80,239868.76,160537.16,400405.92,7257,8521,15778,0.030254043919683414,0.053078053704201565,0.03940501179403142
2012,81,235865.9,150914.32,386780.21,8108,9072,17180,0.034375465041788573,0.060113579678853536,0.04441799129278098
2012,82,221825.03,136511.07,358336.1,8848,9268,18116,0.03988729315172413,0.06789192993652456,0.050555888731277705
2012,83,210051.7,123794.38,333846.08,9781,9645,19426,0.04656472668395447,0.0779114528462439,0.05818849213386001
2012,84,199604.03,111763.17,311367.2,10512,9660,20172,0.05266426734971233,0.08643276671554681,0.06478524391779224
2012,85,186698.23,99244.72,285942.95,11493,9860,21353,0.061559233850262,0.09935037350097818,0.07467573514227226
2012,86,174114.04,87012.95,261126.99,12424,9674,22098,0.07135553227068879,0.11117885326264654,0.08462549198763407
2012,87,159626.72,75107.78,234734.49,13028,9499,22527,0.08161540874861051,0.1264715852339132,0.09596800197533818
2012,88,142895.2,63472.39,206367.59,13411,9082,22493,0.09385199782777867,0.1430858362194964,0.10899482811230193
2012,89,128430.65,53799.29,182229.94,14080,8528,22608,0.10963115113098003,0.15851510308035663,0.12406303815937161
2012,90,115365.65,45682.11,161047.75,14365,8274,22639,0.12451713313278259,0.18112123104646435,0.14057321508682985
2012,91,100138.32,37437.61,137575.92,14274,7566,21840,0.14254283475097246,0.20209623424144862,0.1587487112570281
2012,92,71742.15,25053.68,96795.83,11739,5655,17394,0.16362765821765868,0.22571534401333457,0.1796978237595566
2012,93,36868.72,11752.08,48620.8,6875,2921,9796,0.18647243516997605,0.2485517457335212,0.20147755693036723
2012,94,28700.95,8246.75,36947.7,5940,2333,8273,0.20696179046338187,0.2828993239761118,0.223911095954552
2012,95,20501.05,5349.15,25850.2,4824,1712,6536,0.23530502096234096,0.32005084920034027,0.2528413706663778
2012,96,15234.84,3654.39,18889.23,4139,1275,5414,0.27167991262133373,0.34889543808953066,0.2866183534215
2012,97,18768.43,4104.3,22872.74,5623,1573,7196,0.29959884763936034,0.38325658455765904,0.31461031778440185
2012,98,15319.92,3089.44,18409.36,4923,1300,6223,0.32134632556827974,0.42078823346625926,0.3380345650256174
2012,99,10398.05,1918.22,12316.27,3729,895,4624,0.3586249344829079,0.4665783903827507,0.37543834293986733
2012,100,6560.54,1080.59,7641.14,2675,572,3247,0.4077408262124764,0.5293404529007302,0.424936593230853
2013,0,366272.03,385118.15,751390.19,1198,1512,2710,0.0032707930223337006,0.003926067883323598,0.003606648098506583
2013,1,372382.4,389783.25,762165.65,85,108,193,0.00022825998221183384,0.00027707706783192967,0.0002532257915323263
2013,2,380750.51,397228.17,777978.68,68,73,141,0.0001785946393085593,0.0001837734720576338,0.00018123889976008083
2013,3,384158.29,401665.57,785823.86,47,61,108,0.00012234540090232078,0.00015186763455976574,0.0001374353789664773
2013,4,383210.13,402081.08,785291.21,39,51,90,0.0001017718399041278,0.00012684008906860278,0.00011460716592001584
2013,5,386962.08,404840.62,791802.7,49,51,100,0.0001266273946015589,0.00012597550117377055,0.00012629408816110376
2013,6,388528.96,407388.44,795917.4,24,41,65,6.177145713925675e-05,0.0001006410491176431,8.166676592319756e-05
2013,7,387212.33,405823.45,793035.78,37,35,72,9.555480839156129e-05,8.624440012029861e-05,9.079035500768956e-05
2013,8,384272.09,402443.7,786715.79,25,34,59,6.505806862007594e-05,8.448386693592172e-05,7.499531692379023e-05
2013,9,379347.6,397306.09,776653.69,24,35,59,6.326651335081599e-05,8.809328847690202e-05,7.596693450333056e-05
2013,10,382330.83,401044.44,783375.28,23,31,54,6.0157325005676363e-05,7.729816675678136e-05,6.893247895185051e-05
2013,11,385308.12,404043.68,789351.81,28,36,64,7.266911478533077e-05,8.909927758305735e-05,8.107918318449158e-05
2013,12,394456.39,413377.59,807833.98,21,30,51,5.3237824338452214e-05,7.257287459632246e-05,6.313178358751386e-05
2013,13,387939.78,408262.55,796202.33,34,37,71,8.764246863263159e-05,9.062795497652185e-05,8.917331352195365e-05
2013,14,377846.46,397445.11,775291.57,47,63,110,0.0001243891500267066,0.0001585124547135578,0.00014188210507693256
2013,15,374125.25,393684.83,767810.07,35,61,96,9.355155793414104e-05,0.0001549462802516419,0.00012503092073277967
2013,16,374665.23,394155.91,768821.13,50,91,141,0.0001334524690214782,0.00023087310805513484,0.00018339766494190917
2013,17,375874.46,393996.82,769871.29,64,122,186,0.00017026961608405104,0.00030964716923349785,0.00024159882621418443
2013,18,366229.57,383091.9,749321.47,51,170,221,0.00013925691472701124,0.00044375775107748295,0.0002949334949657855
2013,19,358467.8,373852.24,732320.04,78,194,272,0.00021759276565426518,0.0005189215931941454,0.0003714223087490546
2013,20,364025.56,379430.02,743455.57,84,224,308,0.00023075302734236575,0.0005903591919268801,0.00041428164967544735
2013,21,375489.58,388539.6,764029.18,64,234,298,0.00017044414388276766,0.0006022552141403348,0.00039003745904050416
2013,22,379574.66,387349.71,766924.37,80,262,342,0.0002107622252760498,0.0006763913673770402,0.000445937061564493
2013,23,381486.2,384292.69,765778.89,77,251,328,0.00020184216362217035,0.0006531479950867658,0.00042832207087871015
2013,24,383395.65,381313.45,764709.1,90,257,347,0.000234744447413527,0.0006739861916751167,0.0004537673214559628
2013,25,383672.63,379399.42,763072.04,82,281,363,0.00021372387183313024,0.0007406442529616941,0.00047570868931326584
2013,26,387707.59,380273.35,767980.94,96,293,389,0.0002476092871950224,0.0007704983796524264,0.0005065229874064323
2013,27,391286.39,381353.48,772639.87,86,259,345,0.00021978786433128942,0.0006791599227047831,0.000446521093973574
2013,28,391604.91,379452.53,771057.44,116,292,408,0.0002962169192413854,0.0007695297222026691,0.0005291434578466684
2013,29,384801.07,371613.98,756415.05,116,268,384,0.0003014544632113419,0.0007211784658908688,0.0005076577997754011
2013,30,396977.89,384446.31,781424.19,121,321,442,0.0003048028694998605,0.0008349670465038409,0.0005656338844590926
2013,31,414388.83,400731.32,815120.15,146,319,465,0.000352326099137373,0.0007960445916730442,0.0005704680469498883
2013,32,419734.67,407649.78,827384.45,143,350,493,0.00034069141822380315,0.0008585801272847491,0.0005958535962332867
2013,33,409697.99,398485.07,808183.06,152,369,521,0.000371004993214636,0.000926007089801382,0.0006446559273340869
2013,34,393270.69,383426.28,776696.97,171,388,559,0.0004348150125299193,0.0010119285511676454,0.00071971440805286
2013,35,394289.62,387318.84,781608.47,159,406,565,0.00040325687498443403,0.0010482319940852863,0.0007228683179444051
2013,36,388741.6,384221.78,772963.37,219,447,666,0.0005633562242888336,0.0011633905813460133,0.0008616190958699634
2013,37,386214.77,380741.68,766956.45,240,462,702,0.0006214159028666873,0.0012134211310933965,0.0009153062080643563
2013,38,410032.68,406548.66,816581.35,270,526,796,0.000658484099364958,0.001293818063500689,0.000974795713862434
2013,39,429094.75,425438.09,854532.84,289,577,866,0.0006735109203736471,0.001356249037315864,0.001013419215111733
2013,40,453099.76,448475.24,901575.0,358,746,1104,0.0007901129764447458,0.0016634140158997407,0.0012245237501039847
2013,41,452492.34,449424.37,901916.71,373,799,1172,0.0008243233465565406,0.0017778297158207064,0.001299454802206736
2013,42,450006.72,446769.42,896776.14,439,869,1308,0.0009755409874768093,0.0019450749337320357,0.001458557985273783
2013,43,438304.78,434047.46,872352.24,476,890,1366,0.0010860023018685763,0.0020504670157498444,0.0015658812316456023
2013,44,437724.64,429569.8,867294.45,527,953,1480,0.0012039532432992577,0.0022184986002274833,0.0017064562098835063
2013,45,436289.08,425858.11,862147.19,543,1079,1622,0.0012445876481712538,0.0025337077647763946,0.001881349285613284
2013,46,438542.34,429064.89,867607.24,691,1224,1915,0.0015756745403419884,0.0028527153550130845,0.002207219939750618
2013,47,446222.92,436029.48,882252.4,713,1377,2090,0.0015978560670975844,0.0031580433506468416,0.0023689365990956783
2013,48,451403.58,438909.88,890313.46,807,1522,2329,0.0017877571994444528,0.0034676822494859308,0.002615932595245724
2013,49,452314.9,437733.41,890048.31,867,1677,2544,0.0019168061896700727,0.0038310989330240983,0.0028582718167286894
2013,50,442637.08,428394.15,871031.23,982,1800,2782,0.0022185217740908645,0.004201738048943945,0.003193915331830295
2013,51,433667.93,417644.51,851312.45,1029,1939,2968,0.0023727832491556387,0.004642704389912847,0.0034863815277222836
2013,52,436188.56,419378.53,855567.1,1047,2132,3179,0.0024003380556335543,0.005083712797600773,0.003715664148375972
2013,53,432799.67,413799.31,846598.98,1136,2308,3444,0.002624770947722765,0.005577583007569539,0.004068041754550661
2013,54,431230.01,410469.67,841699.68,1302,2614,3916,0.00301927038890452,0.0063683146187147035,0.004652490779133954
2013,55,423483.2,402072.68,825555.87,1348,2735,4083,0.0031831250920933817,0.006802252766838076,0.0049457585469048874
2013,56,423259.67,399013.48,822273.15,1451,2944,4395,0.0034281555811825873,0.007378196846883469,0.0053449392090693945
2013,57,420476.4,393969.93,814446.33,1561,3261,4822,0.003712455681222537,0.00827728146663376,0.00592058656584529
2013,58,420036.47,392303.04,812339.51,1649,3439,5088,0.003925849581585142,0.008766182387982515,0.006263391029693976
2013,59,415176.09,387098.44,802274.53,1716,3739,5455,0.004133185993441963,0.009659041767256928,0.006799418149296101
2013,60,415889.5,386333.32,802222.82,1853,3918,5771,0.004455510418031713,0.010141501644227838,0.007193761952570734
2013,61,413044.67,383389.27,796433.95,2000,4232,6232,0.004842091292450282,0.011038389259042122,0.007824879891169883
2013,62,415545.24,385975.73,801520.97,2130,4388,6518,0.005125795689537919,0.01136859045515634,0.008132039265298324
2013,63,421936.33,389465.37,811401.7,2155,4804,6959,0.005107405659996142,0.01233485791047353,0.008576516415974973
2013,64,417954.91,385549.85,803504.75,2332,4932,7264,0.005579549238935846,0.012792120136993958,0.00904039459629828
2013,65,409733.69,378127.6,787861.29,2445,5313,7758,0.00596729060771156,0.01405081247705801,0.009846910996223713
2013,66,400189.27,365733.62,765922.89,2550,5348,7898,0.006371984936027895,0.014622664440857256,0.01031174300065637
2013,67,342056.9,309866.86,651923.77,2262,4811,7073,0.006612934865515064,0.01552602301517497,0.01084942799370546
2013,68,289216.35,259090.63,548306.99,2164,4378,6542,0.007482287913529094,0.016897562061584395,0.011931272296929864
2013,69,285415.71,253044.06,538459.77,2440,4574,7014,0.008548933764017405,0.01807590346123912,0.01302604278124622
2013,70,270122.76,238422.08,508544.83,2431,4632,7063,0.008999611880168854,0.019427730854457776,0.013888647732393622
2013,71,250054.45,217886.5,467940.95,2448,4434,6882,0.009789867766800391,0.020350044633329737,0.014706983861959505
2013,72,226455.16,193276.07,419731.22,2560,4370,6930,0.011304666230612718,0.02261014516696247,0.016510565976007217
2013,73,257217.28,214161.06,471378.33,3135,5222,8357,0.012188139148349597,0.024383517713257488,0.017728859109836466
2013,74,254705.01,207528.97,462233.98,3374,5561,8935,0.01324669663937902,0.02679625885484807,0.01933003713833414
2013,75,253233.49,201246.52,454480.0,3835,5852,9687,0.015144126473950978,0.029078763697379714,0.021314469283576835
2013,76,251263.57,194337.37,445600.94,4074,6366,10440,0.016214049653119234,0.0327574670790286,0.023429034956703638
2013,77,249812.45,186827.21,436639.66,4666,6595,11261,0.018678012244786036,0.03529999725414729,0.025790144669863478
2013,78,250267.98,180851.39,431119.36,5113,7197,12310,0.020430100566600648,0.03979510469894646,0.02855357736660214
2013,79,245682.68,171859.81,417542.49,5940,7732,13672,0.024177528509539217,0.04499015796654261,0.03274397295470456
2013,80,237551.04,161057.56,398608.6,6949,8186,15135,0.029252660817649965,0.05082654921631745,0.03796957717420046
2013,81,232334.22,151847.63,384181.85,7676,8978,16654,0.033038611359101556,0.05912505845497885,0.0433492628555982
2013,82,227444.19,141609.4,369053.59,8681,9425,18106,0.038167604984765714,0.06655631617675098,0.04906062558556875
2013,83,212714.08,127084.59,339798.67,9320,9480,18800,0.04381468307128517,0.07459598366725659,0.05532687929590778
2013,84,200203.01,114191.86,314394.87,10164,9505,19669,0.05076846746709752,0.08323710639269734,0.06256145337231489
2013,85,188724.56,102055.1,290779.66,11385,9624,21009,0.06032601162244066,0.09430199960609513,0.07225058313913704
2013,86,174878.99,89524.02,264403.02,12233,9721,21954,0.06995122741731297,0.10858538300670591,0.08303233450207943
2013,87,161480.32,77406.51,238886.83,12717,9507,22224,0.07875263066112329,0.1228191272284463,0.09303149947613269
2013,88,146519.37,65790.48,212309.85,13238,9171,22409,0.09034982883150536,0.1393970677824512,0.10554856498650439
2013,89,129230.55,54662.82,183893.36,13972,8385,22357,0.10811685007918019,0.15339494010737098,0.12157589594317054
2013,90,114465.26,45521.46,159986.71,13742,8066,21808,0.1200538923337963,0.17719115335931668,0.13631132235921348
2013,91,101200.5,37755.63,138956.13,14208,7659,21867,0.14039456326796804,0.20285716328928957,0.15736621335093312
2013,92,86028.56,30160.46,116189.02,13683,6653,20336,0.15905183115932664,0.22058682128853474,0.1750251443725061
2013,93,60423.43,19773.45,80196.88,10761,4874,15635,0.17809316683941975,0.2464921397125944,0.19495770907795912
2013,94,30268.5,9007.37,39275.87,6102,2467,8569,0.20159571832102682,0.27388682823065996,0.21817467060564158
2013,95,23061.31,6106.58,29167.89,5220,1891,7111,0.22635314299144324,0.30966596687507575,0.2437954888063552
2013,96,16013.34,3864.71,19878.05,4081,1249,5330,0.2548500187968281,0.32318078199916683,0.26813495287515626
2013,97,11535.65,2560.38,14096.03,3375,972,4347,0.29257128987096526,0.3796311485013943,0.30838470122438727
2013,98,13830.59,2789.96,16620.55,4378,1100,5478,0.3165447027205636,0.3942708856040947,0.3295919810114587
2013,99,10971.76,2004.26,12976.02,3619,842,4461,0.32984680671104727,0.4201051759751729,0.343788002792844
2013,100,7180.56,1186.89,8367.45,2698,542,3240,0.3757367113428479,0.45665562941805893,0.38721474284280155
2014,0,365066.24,380290.84,745357.08,1152,1446,2598,0.0031555917085074755,0.0038023529570157407,0.0034855776777487648
2014,1,367482.6,386048.92,753531.51,98,111,209,0.0002666792931148305,0.0002875283267208726,0.00027736066405504396
2014,2,373756.75,390889.79,764646.54,63,60,123,0.00016855882870342809,0.00015349595086635545,0.00016085863672383845
2014,3,383840.83,399632.3,783473.14,34,52,86,8.857838286771108e-05,0.0001301196124537481,0.00010976764308729206
2014,4,387218.5,405272.29,792490.79,25,48,73,6.456303095022578e-05,0.00011843888956730795,9.211463517449836e-05
2014,5,386433.36,405018.6,791451.96,27,40,67,6.986974416494477e-05,9.876089641315239e-05,8.465453797094647e-05
2014,6,388951.75,407487.49,796439.24,28,38,66,7.198836359522743e-05,9.325439659509547e-05,8.286884508603569e-05
2014,7,391039.21,409744.28,800783.48,26,40,66,6.648949602777686e-05,9.762186308006544e-05,8.241928267551174e-05
2014,8,389568.39,408106.97,797675.36,33,30,63,8.4709131559673e-05,7.351013877562542e-05,7.897949862711066e-05
2014,9,386492.03,404519.32,791011.35,26,35,61,6.727176236984758e-05,8.652244347686533e-05,7.711646615437313e-05
2014,10,381760.16,398906.79,780666.95,23,24,47,6.024725052504169e-05,6.016443089374338e-05,6.020493118096008e-05
2014,11,384471.62,402587.74,787059.36,30,30,60,7.802916636603763e-05,7.451791751035439e-05,7.623313189490561e-05
2014,12,386986.16,405566.94,792553.1,18,42,60,4.6513291328041294e-05,0.00010355873681419891,7.5704706725644e-05
2014,13,395924.44,415611.26,811535.7,36,42,78,9.092644040868e-05,0.00010105597235262587,9.61140711369814e-05
2014,14,389782.99,410558.75,800341.74,33,54,87,8.466249386613818e-05,0.00013152806997780464,0.0001087035645548113
2014,15,379980.12,400118.75,780098.87,44,69,113,0.00011579553161886469,0.00017244880426123493,0.0001448534337705168
2014,16,375818.78,395257.76,771076.54,42,88,130,0.00011175599048030542,0.00022263952515442074,0.00016859545486885128
2014,17,374898.86,394899.74,769798.6,53,118,171,0.00014137146215915407,0.0002988100220071049,0.00022213602363007677
2014,18,374881.46,391869.85,766751.31,71,150,221,0.00018939320178703955,0.0003827801500932006,0.0002882290478251677
2014,19,364636.29,380555.05,745191.34,61,188,249,0.0001672899864135849,0.0004940152548231852,0.0003341423693946846
2014,20,355942.3,369236.58,725178.87,77,209,286,0.00021632719685184932,0.0005660327587261261,0.0003943854569287161
2014,21,361367.81,374891.79,736259.6,64,196,260,0.000177104872733407,0.0005228175308933813,0.00035313631224638705
2014,22,373278.04,382673.41,755951.45,67,232,299,0.00017949086959415025,0.0006062610935000684,0.0003955280461463498
2014,23,377096.84,381575.08,758671.93,70,230,300,0.0001856287101212516,0.0006027647298141168,0.0003954278366407994
2014,24,380524.17,380335.01,760859.18,75,241,316,0.0001970965471128943,0.0006336518954697334,0.00041531995447567573
2014,25,383777.89,378745.63,762523.52,87,268,355,0.00022669362218860498,0.0007075989233195905,0.0004655594098920385
2014,26,384189.24,377737.04,761926.28,111,253,364,0.0002889201165550602,0.0006697781080722187,0.0004777365075266862
2014,27,390565.21,379573.84,770139.05,103,270,373,0.0002637203656720986,0.000711324046989118,0.0004843281223046669
2014,28,394420.13,381630.59,776050.73,108,293,401,0.00027381969576451384,0.0007677581611054816,0.0005167187974940762
2014,29,395031.81,381224.35,776256.16,119,315,434,0.00030124156330600313,0.0008262850995745682,0.0005590937919255932
2014,30,388099.52,373818.61,761918.14,109,341,450,0.0002808557969873294,0.0009122071263386272,0.0005906146295453735
2014,31,400557.75,386053.88,786611.63,121,291,412,0.00030207878888874323,0.0007537807934996016,0.0005237654571672173
2014,32,416955.23,403093.78,820049.01,140,389,529,0.0003357674635715686,0.0009650359774839492,0.0006450833956863139
2014,33,422712.23,409595.4,832307.63,163,350,513,0.0003856051195869114,0.0008545017839555815,0.000616358641335536
2014,34,412513.32,400097.52,812610.83,152,396,548,0.00036847295015831244,0.000989758696829713,0.0006743695503049104
2014,35,395739.77,385074.63,780814.41,177,353,530,0.0004472636146728442,0.0009167054188950334,0.0006787784564580462
2014,36,396230.19,389003.07,785233.27,204,391,595,0.0005148522377863232,0.0010051334556305687,0.0007577366150061369
2014,37,390910.13,385738.55,776648.68,237,451,688,0.0006062774581973611,0.0011691857088175397,0.000885857425264664
2014,38,387872.54,381916.0,769788.54,245,486,731,0.000631650799512644,0.0012725311325003405,0.0009496114348493678
2014,39,411124.43,407340.37,818464.8,294,622,916,0.0007151119674401251,0.0015269785314919807,0.0011191684724865382
2014,40,430592.53,425194.01,855786.55,314,625,939,0.0007292276993286436,0.001469917226726689,0.001097236220877741
2014,41,453068.8,448277.15,901345.95,419,669,1088,0.0009248043564244547,0.0014923803276611354,0.0012070836952226835
2014,42,452485.14,448213.24,900698.39,397,782,1179,0.0008773768791611587,0.0017447052657346758,0.0013089842427718784
2014,43,450059.75,446939.93,896999.68,490,840,1330,0.0010887443278364706,0.0018794471999850181,0.0014827207073251128
2014,44,438472.01,433767.34,872239.35,526,960,1486,0.0011996204729236878,0.002213168008453564,0.0017036608128262042
2014,45,437770.91,428803.09,866574.01,575,1057,1632,0.0013134723821644522,0.002465000893533673,0.0018832782672538264
2014,46,436213.72,425729.82,861943.54,619,1183,1802,0.0014190291859687496,0.002778757663722029,0.0020906241724370947
2014,47,439060.2,428445.43,867505.63,684,1279,1963,0.0015578729294980507,0.0029852109754094007,0.0022628095220546293
2014,48,446354.25,435334.03,881688.28,811,1432,2243,0.0018169424845848336,0.003289428120287311,0.002543983004968604
2014,49,451147.15,437858.28,889005.43,830,1588,2418,0.0018397545013860775,0.0036267442515875224,0.0027198933981764316
2014,50,451235.79,436649.67,887885.47,959,1670,2629,0.002125274681780007,0.003824576347441188,0.0029609674770328205
2014,51,441693.21,426568.1,868261.32,984,1812,2796,0.002227790642287664,0.004247856321182949,0.0032202286749339476
2014,52,432667.93,416455.22,849123.16,1078,2098,3176,0.00249151814880294,0.005037756520376909,0.0037403290236483477
2014,53,435034.71,417740.74,852775.45,1096,2189,3285,0.002519339203991332,0.005240092216047686,0.003852127778772243
2014,54,432513.44,411988.25,844501.69,1292,2486,3778,0.0029871904096205656,0.0060341526730434665,0.004473644096555923
2014,55,430891.98,408457.53,839349.51,1357,2676,4033,0.003149281172511032,0.006551476722683996,0.004804911365230915
2014,56,423157.02,399679.94,822836.95,1379,2889,4268,0.00325883758232346,0.007228283711211526,0.0051869328425273075
2014,57,422227.51,396385.12,818612.63,1486,3066,4552,0.0035194296079855145,0.007734901855044407,0.0055606276194394896
2014,58,419870.54,391032.17,810902.71,1579,3290,4869,0.0037606829952870715,0.008413630009009233,0.006004419445089781
2014,59,419379.67,389141.82,808521.49,1735,3531,5266,0.004137062724094375,0.009073812729765205,0.006513123108205819
2014,60,413998.56,383911.99,797910.55,1757,3770,5527,0.004243976114313055,0.009819958996331426,0.006926841611506453
2014,61,414308.58,382751.5,797060.08,1950,4077,6027,0.004706636777833565,0.010651819783854537,0.007561537895612587
2014,62,411353.6,379792.43,791146.03,2024,4352,6376,0.004920341039922831,0.011458890847297825,0.008059194836634647
2014,63,413858.8,381570.84,795429.64,2166,4583,6749,0.005233669067807668,0.012010875883492565,0.008484722797103713
2014,64,420086.85,384936.83,805023.68,2363,4880,7243,0.005625027300902183,0.012677404757554635,0.008997250863477704
2014,65,416036.92,381435.05,797471.98,2472,5004,7476,0.005941780359300804,0.013118878299201922,0.009374624046352075
2014,66,408093.18,373790.16,781883.34,2553,5322,7875,0.0062559241984881985,0.014237934995399559,0.01007183501313636
2014,67,398230.49,361039.2,759269.69,2615,5393,8008,0.006566548935014996,0.014937436156517075,0.010546977056334226
2014,68,339414.94,305021.29,644436.22,2633,4964,7597,0.007757466421483981,0.01627427383839338,0.011788598722771977
2014,69,287138.1,254639.11,541777.21,2241,4540,6781,0.007804606912144366,0.0178291543667428,0.012516214921628025
2014,70,283255.71,249230.74,532486.45,2462,4688,7150,0.008691793009221243,0.018809878749306768,0.013427571725064555
2014,71,267699.43,234048.89,501748.32,2530,4616,7146,0.009450897971654255,0.019722375098638577,0.014242200153256118
2014,72,247511.62,213902.3,461413.93,2593,4615,7208,0.010476275820908933,0.021575270579138234,0.015621548313463358
2014,73,224076.58,188793.69,412870.27,2579,4469,7048,0.011509458061168196,0.023671341981821532,0.01707073749824612
2014,74,254203.78,209067.84,463271.62,3204,5272,8476,0.012604061198460543,0.02521669521242483,0.018295962096706895
2014,75,250856.28,202303.37,453159.65,3544,5745,9289,0.014127611236202658,0.028397945125679322,0.02049829458558369
2014,76,249358.81,195335.15,444693.96,4109,5919,10028,0.016478262789271413,0.030301765964804595,0.022550340013612957
2014,77,247045.03,187756.83,434801.86,4402,6395,10797,0.017818613877801953,0.03406001262377513,0.024832000488682362
2014,78,245113.65,180119.4,425233.06,4939,6729,11668,0.020149836616606215,0.037358552160400266,0.027439070706308678
2014,79,244459.98,173472.8,417932.78,5621,7319,12940,0.02299353865610232,0.04219105243012161,0.030961916890079787
2014,80,238849.01,163921.56,402770.57,6356,7856,14212,0.026610953924406048,0.04792536137406208,0.035285596959082684
2014,81,230463.79,152806.15,383269.93,7280,8405,15685,0.03158847643701425,0.05500433065030433,0.040924160160438365
2014,82,224457.81,142890.6,367348.41,8110,9071,17181,0.036131511752698645,0.06348213248457212,0.0467703126848977
2014,83,218529.39,132276.54,350805.93,9238,9307,18545,0.04227349007838259,0.07036017119891402,0.05286398664925647
2014,84,203116.56,117744.07,320860.63,9937,9524,19461,0.04892264815827917,0.08088730073624939,0.06065250199128513
2014,85,189793.83,104647.07,294440.9,10676,9594,20270,0.05625051141019706,0.09167958548672217,0.06884233813984401
2014,86,177299.53,92485.36,269784.89,11549,9299,20848,0.06513835654273872,0.10054564311584017,0.07727638119392083
2014,87,162726.29,80065.83,242792.13,12356,9395,21751,0.07593118481346806,0.11734094307147006,0.08958692359591722
2014,88,148689.74,68161.16,216850.9,12909,9045,21954,0.0868183641991707,0.13270020639320104,0.10124006863702203
2014,89,133199.89,57060.86,190260.75,12986,8541,21527,0.0974925730043771,0.14968228659715258,0.11314472375411114
2014,90,115883.73,46630.06,162513.8,13276,7651,20927,0.11456310562319663,0.16407870802653912,0.12877060286572586
2014,91,101010.42,38008.95,139019.36,13286,7014,20300,0.13153098462515056,0.18453548440564657,0.14602282732419428
2014,92,87685.52,30886.25,118571.77,13068,6375,19443,0.14903258827683294,0.20640252539560483,0.16397663626004738
2014,93,73140.55,24059.93,97200.48,12241,5585,17826,0.1673627009914473,0.23212868865370764,0.1833941560782416
2014,94,50313.98,15390.76,65704.74,9516,3970,13486,0.1891323246541021,0.2579469759777945,0.20525155414967017
2014,95,24615.19,6811.94,31427.13,5184,1819,7003,0.21060166506941447,0.2670311247603473,0.22283294720198757
2014,96,18304.56,4512.32,22816.87,4381,1399,5780,0.23933926846643677,0.310040068080278,0.2533213363620865
2014,97,12363.51,2741.02,15104.53,3233,960,4193,0.2614953196948116,0.35023458420587955,0.27759883955343195
2014,98,8661.31,1763.9,10425.21,2571,670,3241,0.29683731444781447,0.379840126991326,0.3108810278162263
2014,99,10078.74,1875.18,11953.91,3304,752,4056,0.32781875512216807,0.40102816796254226,0.339303207067813
2014,100,7805.07,1321.35,9126.42,2732,581,3313,0.35002889147695027,0.4397018201082227,0.36301200251577287
2015,0,357030.66,371063.1,728093.76,1175,1480,2655,0.003291033884877002,0.003988539954525255,0.003646508383755411
