Year,Age,E_F,E_H,E_Tot,D_F,D_H,D_Tot,m_F,m_H,m_Tot
2006,36,432334.92,427583.64,859918.56,271,646,917,0.0006268288483382282,0.00151081552137963,0.0010663800534785526
2006,37,432385.68,426821.83,859207.51,290,621,911,0.0006706975124615598,0.0014549396407395564,0.0010602793730236366
2006,38,432695.07,425848.01,858543.07,358,693,1051,0.0008273724958317644,0.0016273411727343752,0.0012241668900780948
2006,39,438103.25,430456.34,868559.6,416,709,1125,0.000949547852018902,0.0016470892262848305,0.001295247902389197
2006,40,446848.94,437450.68,884299.62,418,864,1282,0.0009354391665335494,0.0019750797964241365,0.0014497348760593156
2006,41,451520.69,441025.85,892546.54,472,925,1397,0.0010453563047133011,0.0020973827271122546,0.0015651844888671014
2006,42,453654.29,440822.16,894476.44,547,1022,1569,0.0012057639750304137,0.0023183952458288395,0.0017540987440652993
2006,43,445376.73,432077.05,877453.77,588,1078,1666,0.001320230628124644,0.0024949253842572756,0.0018986755279426287
2006,44,437153.57,424421.09,861574.66,576,1257,1833,0.0013176147686498362,0.002961681286855938,0.002127499896526669
2006,45,440412.01,427384.82,867796.83,664,1391,2055,0.0015076791389045,0.0032546780674147483,0.00236806580637083
2006,46,437502.1,422276.83,859778.93,815,1576,2391,0.0018628482011857773,0.003732148884417835,0.0027809474233103154
2006,47,436957.83,419406.48,856364.31,803,1715,2518,0.0018377059406396263,0.004089111832511505,0.0029403373898195264
2006,48,429756.25,411945.44,841701.69,909,1798,2707,0.0021151524846933583,0.004364655668964317,0.003216103795633344
2006,49,429235.51,410965.14,840200.65,990,1991,2981,0.0023064261388811937,0.0048446931532927584,0.003547962025499504
2006,50,427948.08,407191.47,835139.55,1089,2250,3339,0.00254470121702614,0.005525656026144163,0.003998134204038115
2006,51,426768.37,406764.07,833532.44,1177,2535,3712,0.0027579363484693115,0.006232113863940834,0.004453335973342561
2006,52,422868.05,404494.79,827362.84,1192,2532,3724,0.0028188462098283377,0.006259660353103683,0.004501048173737172
2006,53,424647.4,405848.41,830495.8,1259,2774,4033,0.002964812689304114,0.0068350643532150345,0.0048561353350612966
2006,54,422112.34,404925.82,827038.16,1300,2915,4215,0.0030797488649585555,0.007198849409010272,0.005096500021232394
2006,55,424792.21,409391.51,834183.72,1398,3149,4547,0.003291020802853235,0.007691903527750245,0.005450837616442575
2006,56,432747.78,416852.73,849600.51,1493,3503,4996,0.003450046583716732,0.008403447423746031,0.0058804107827101
2006,57,430000.18,415820.02,845820.2,1689,3613,5302,0.003927905332504745,0.008688855336979686,0.006268471715383483
2006,58,424267.15,409567.62,833834.77,1589,3795,5384,0.0037452817169559317,0.009265869211047495,0.006456914719447355
2006,59,414490.87,397719.35,812210.22,1687,3940,5627,0.004070053461008683,0.009906483051428099,0.006928009352061589
2006,60,354174.39,338963.67,693138.06,1601,3604,5205,0.004520372012216919,0.010632407891972612,0.007509326496946365
2006,61,301315.06,286043.02,587358.08,1408,3207,4615,0.004672849740733172,0.011211600269078406,0.007857217185128364
2006,62,298316.01,281556.03,579872.04,1543,3400,4943,0.0051723673831652545,0.012075749185694939,0.008524294428819157
2006,63,283589.01,267316.42,550905.43,1631,3468,5099,0.0057512807001935656,0.012973389363810874,0.00925567206698253
2006,64,264399.22,246844.96,511244.17,1576,3392,4968,0.0059606832425602475,0.013741418905210785,0.00971747022562624
2006,65,240156.78,219794.98,459951.76,1503,3277,4780,0.006258411692561834,0.01490934870305045,0.010392394193686746
2006,66,274967.14,245816.52,520783.66,1852,3833,5685,0.006735350267671984,0.015592930857535532,0.010916241112480372
2006,67,274091.36,240539.26,514630.62,1985,4193,6178,0.007242110805681727,0.017431665832845746,0.012004726807744164
2006,68,273739.98,236145.72,509885.7,2284,4460,6744,0.008343684397142136,0.018886643382738422,0.013226493702412129
2006,69,274545.45,232946.59,507492.04,2360,4706,7066,0.008596026632384547,0.02020205575879003,0.01392337109366287
2006,70,275935.42,228179.21,504114.63,2637,4998,7635,0.009556583928224945,0.021903836024324917,0.015145364854814866
2006,71,279661.78,225431.97,505093.75,3057,5435,8492,0.010931061083856363,0.024109268973695256,0.016812720410814823
2006,72,278916.35,220298.85,499215.2,3295,5930,9225,0.011813577798504822,0.026917979826040852,0.01847900464569188
2006,73,281044.01,216342.91,497386.92,3740,6366,10106,0.013307524326883893,0.02942550786619261,0.020318186091423555
2006,74,283255.82,212408.98,495664.8,4324,6772,11096,0.015265352711905442,0.03188189124584092,0.022386096410316005
2006,75,281800.86,205139.18,486940.04,4733,7192,11925,0.01679554845929143,0.035059124249204855,0.024489668173518858
2006,76,270086.92,191881.38,461968.3,5235,7702,12937,0.019382649111626734,0.04013938194524138,0.028004085994645087
2006,77,260652.88,179335.85,439988.73,5715,7725,13440,0.02192571208114025,0.043075603678795954,0.03054623694565995
2006,78,254729.78,168644.31,423374.1,6335,8134,14469,0.024869491113288757,0.048231689524538365,0.03417544908864288
2006,79,245843.64,157263.97,403107.61,6813,8474,15287,0.027712736436866944,0.05388392522457623,0.03792287622652423
2006,80,232892.0,142907.51,375799.51,7511,8983,16494,0.03225100046373426,0.06285883785953586,0.043890424444672636
2006,81,223437.85,131278.79,354716.64,8290,8929,17219,0.0371020397842174,0.06801555681614677,0.04854297221579455
2006,82,210316.49,118795.46,329111.94,9189,9024,18213,0.043691295913125976,0.07596249890357762,0.05533983361405849
2006,83,200295.77,108857.67,309153.44,9888,9356,19244,0.04936699362148287,0.08594709036120285,0.06224740698340604
2006,84,192812.75,100466.83,293279.57,11125,9488,20613,0.05769846651738539,0.09443912981030654,0.0702844729348178
2006,85,181581.35,91040.43,272621.78,11960,9760,21720,0.065865795138102,0.10720511755052124,0.07967081720323298
2006,86,142220.83,67985.73,210206.56,10842,8277,19119,0.07623355875507126,0.12174613702022469,0.09095339365241503
2006,87,80606.9,35832.77,116439.67,7011,4738,11749,0.08697766568370699,0.13222533451921245,0.10090203793947544
2006,88,69251.85,28713.56,97965.41,6665,4252,10917,0.09624291625422281,0.14808334459398276,0.11143729199928831
2006,89,55375.36,21614.3,76989.66,6356,3619,9975,0.11478029217326985,0.16743544782852093,0.12956285298571263
2006,90,46769.04,17114.66,63883.7,6141,3241,9382,0.13130481190120644,0.18936981511756587,0.14686062328888277
2006,91,66042.06,22229.21,88271.27,9802,4621,14423,0.14842056713554969,0.2078796322496391,0.16339404655671091
2006,92,62526.19,19852.43,82378.62,10565,4589,15154,0.16896919514846498,0.23115558145778628,0.18395549719089735
2006,93,50817.92,15120.62,65938.54,9563,3855,13418,0.18818164930796066,0.25494986316698653,0.20349252500889467
2006,94,38466.51,10388.77,48855.28,8048,2916,10964,0.2092209560992146,0.28068770412666755,0.22441791347833848
2006,95,29304.14,7208.85,36512.99,6774,2296,9070,0.23116187678601044,0.31849740249831804,0.24840474581785826
2006,96,21837.35,4892.43,26729.78,5796,1664,7460,0.2654168202643636,0.3401172832314412,0.2790894650086907
2006,97,15683.84,3270.5,18954.34,4388,1176,5564,0.27977842161103406,0.35957804617031036,0.2935475463666896
2006,98,10728.0,2013.07,12741.08,3342,833,4175,0.31152125279642057,0.4137958441584247,0.32768022804974145
2006,99,7112.42,1198.09,8310.5,2449,478,2927,0.3443272472660501,0.3989683579697686,0.3522050418145719
2006,100,4683.63,712.75,5396.37,1738,318,2056,0.3710796967309544,0.4461592423710979,0.3809968552934658
2007,0,374250.88,392126.02,766376.9,1167,1655,2822,0.0031182291408372908,0.004220581944549356,0.0036822612998904324
2007,1,372944.47,390172.49,763116.96,105,138,243,0.0002815432549516018,0.00035368972322984637,0.0003184308732962769
2007,2,369571.18,387032.77,756603.95,60,91,151,0.00016235032179727867,0.00023512220941911455,0.00019957601331581736
2007,3,365818.27,382231.56,748049.83,45,62,107,0.0001230118987769528,0.00016220533961141252,0.00014303859944731222
2007,4,370644.3,387859.5,758503.8,40,51,91,0.00010792018115481609,0.00013149091359113287,0.00011997303111731279
2007,5,374129.78,392344.17,766473.95,36,31,67,9.622329449422603e-05,7.901226109718923e-05,8.741327738535668e-05
2007,6,382384.33,401881.5,784265.83,35,35,70,9.153094741094646e-05,8.709034877196387e-05,8.925545054028429e-05
2007,7,377979.55,398017.01,775996.56,33,39,72,8.730631061918561e-05,9.798576196529891e-05,9.278391646478432e-05
2007,8,369774.08,388025.23,757799.32,36,37,73,9.735674279819721e-05,9.535462423409942e-05,9.633157232181206e-05
2007,9,364311.46,384308.93,748620.39,29,33,62,7.960221728956865e-05,8.586841841015769e-05,8.281901058024882e-05
2007,10,365166.85,385940.48,751107.33,23,27,50,6.298490676248406e-05,6.995897398479682e-05,6.656838244409091e-05
2007,11,367120.86,385984.92,753105.78,27,34,61,7.354526245117208e-05,8.808634285505248e-05,8.099791771615403e-05
2007,12,360494.01,377863.46,738357.47,34,47,81,9.43150206573474e-05,0.00012438355378421612,0.00010970296000391247
2007,13,355227.03,372400.7,727627.73,30,53,83,8.445303275485539e-05,0.00014231981841065282,0.00011406931948566611
2007,14,363534.75,381187.91,744722.65,42,68,110,0.00011553228405262496,0.00017838970811010244,0.00014770599497678766
2007,15,377900.43,395917.96,773818.39,43,104,147,0.00011378658658843018,0.0002626806826343518,0.00018996705415594994
2007,16,385469.02,405445.66,790914.68,68,121,189,0.0001764084698687329,0.0002984370334609082,0.00023896382856365743
2007,17,391852.21,410671.27,802523.48,70,200,270,0.00017863877812504872,0.00048700752794321353,0.00033643875441501103
2007,18,395626.43,412400.46,808026.89,91,261,352,0.0002300149663914011,0.0006328799924228988,0.00043562906675048897
2007,19,395231.92,410307.88,805539.79,90,257,347,0.0002277144012052468,0.0006263589185759727,0.0004307670512464691
2007,20,396291.02,407603.23,803894.25,101,334,435,0.0002548632063376051,0.0008194243210486826,0.0005411159490194139
2007,21,393535.99,400160.54,793696.53,101,326,427,0.0002566474288666711,0.0008146730309790166,0.0005379889968776857
2007,22,387569.73,390081.6,777651.34,68,313,381,0.00017545229860959472,0.0008023962165864784,0.0004899367883812815
2007,23,377086.42,374816.17,751902.59,113,318,431,0.0002996660553302344,0.0008484159047887395,0.0005732125487159181
2007,24,385979.29,383088.23,769067.53,105,298,403,0.0002720353208587953,0.0007778886863738936,0.0005240112009409629
2007,25,401093.89,396237.85,797331.74,97,359,456,0.0002418386378311572,0.0009060214716993846,0.0005719074973736779
2007,26,405457.72,398400.99,803858.71,127,365,492,0.0003132262471164688,0.0009161623820262094,0.0006120478560218623
2007,27,394591.61,386212.09,780803.7,132,343,475,0.00033452307817695366,0.0008881130572582541,0.0006083475270416879
2007,28,377195.27,371174.64,748369.91,124,322,446,0.00032874219233979256,0.0008675161643586426,0.0005959619621799064
2007,29,379680.99,375190.05,754871.04,127,323,450,0.0003344913317888262,0.0008608970307181654,0.0005961283135196178
2007,30,376644.57,372848.67,749493.24,133,327,460,0.0003531180603506377,0.0008770314240359232,0.000613748030602651
2007,31,374114.44,370336.39,744450.83,130,332,462,0.00034748725550395757,0.0008964822495569501,0.0006205916917306682
2007,32,399388.57,395610.96,794999.54,144,416,560,0.0003605511294426879,0.0010515381070332328,0.0007044029233023204
2007,33,419959.82,415787.13,835746.95,176,421,597,0.00041908771177204523,0.0010125373529478894,0.0007143310543939168
2007,34,443815.14,440134.84,883949.97,222,485,707,0.0005002082623860015,0.0011019350342726787,0.000799819021431722
2007,35,446347.59,442379.06,888726.65,231,539,770,0.0005175338798177447,0.0012184121011514424,0.0008664081357299232
2007,36,445011.46,441172.52,886183.98,255,611,866,0.000573018951017576,0.0013849457350607421,0.0009772237137484702
2007,37,434812.76,430115.65,864928.41,308,634,942,0.0007083508772833621,0.001474022161248957,0.0010891074788490298
2007,38,433674.17,427543.55,861217.73,327,672,999,0.0007540223112665437,0.00157176970626735,0.0011599854081034769
2007,39,433915.0,426791.75,860706.75,370,663,1033,0.0008527015659749029,0.001553450834042598,0.0012001764828729413
2007,40,438860.04,431569.42,870429.45,390,789,1179,0.0008886660084158038,0.0018282110905819045,0.0013545038026918782
2007,41,447873.16,438774.65,886647.81,457,908,1365,0.0010203781802865795,0.002069399405822556,0.001539506424766334
2007,42,452133.73,441853.74,893987.47,515,1011,1526,0.0011390435303289582,0.002288087456270032,0.0017069590472000688
2007,43,453725.7,440937.19,894662.89,555,1051,1606,0.0012232060030983477,0.0023835594362090437,0.0017950895448452097
2007,44,445242.63,431625.87,876868.5,638,1162,1800,0.0014329265820750363,0.0026921463257056394,0.002052759336206056
2007,45,437220.29,424264.36,861484.65,673,1373,2046,0.0015392698266587766,0.0032361898133512795,0.0023749697687590835
2007,46,440096.28,426445.81,866542.08,722,1443,2165,0.0016405501087171197,0.0033837828070112826,0.002498436082873206
2007,47,437106.22,421979.42,859085.64,799,1594,2393,0.0018279309775093113,0.0037774354019444838,0.0027855197300236563
2007,48,436818.85,419015.56,855834.4,917,1703,2620,0.0020992683809318213,0.004064288209249318,0.0030613399040749
2007,49,429227.52,410794.32,840021.83,943,2050,2993,0.002196970035844859,0.004990331901375851,0.0035630026424432327
2007,50,429116.76,410105.87,839222.63,1044,2089,3133,0.0024329042752839576,0.005093806630956051,0.003733216774671579
2007,51,427253.67,405388.85,832642.52,1093,2330,3423,0.002558199207510611,0.0057475680448537255,0.004111007926907216
2007,52,426151.34,405795.43,831946.78,1149,2588,3737,0.0026962252424220933,0.006377597697440802,0.004491873867220208
2007,53,422138.33,402797.94,824936.26,1235,2713,3948,0.00292558128990561,0.006735386978394179,0.004785824301140551
2007,54,423476.73,403344.76,826821.49,1282,2916,4198,0.003027321005335996,0.007229547248859759,0.005077274902470182
2007,55,421470.76,402320.44,823791.2,1357,3160,4517,0.00321967768297853,0.007854435633446812,0.005483185545075014
2007,56,424315.54,407104.88,831420.42,1473,3263,4736,0.0034714731400127367,0.008015133594075316,0.005696275778263901
2007,57,432222.48,414793.15,847015.63,1615,3735,5350,0.0037365016275877185,0.009004488140655168,0.006316294304982306
2007,58,429585.18,412661.96,842247.14,1700,3828,5528,0.003957305975964999,0.009276357820817795,0.006563394207548155
2007,59,422944.03,406332.57,829276.6,1784,3947,5731,0.004218052208941216,0.009713718001980495,0.006910842534324495
2007,60,412879.08,394113.79,806992.87,1903,4181,6084,0.004609097656388887,0.010608611284573423,0.00753910006664619
2007,61,352658.73,336000.47,688659.2,1613,3700,5313,0.0045738269402830324,0.011011889358369054,0.007714991682388038
2007,62,299990.48,282352.09,582342.56,1566,3396,4962,0.0052201656532567305,0.012027536258010344,0.00852075795387512
2007,63,296858.32,278075.68,574934.0,1684,3577,5261,0.005672739777008776,0.012863404667391266,0.00915061554891518
2007,64,281983.17,264195.19,546178.36,1615,3621,5236,0.005727292164280585,0.013705775642622412,0.009586611963168954
2007,65,262733.14,242945.19,505678.33,1603,3513,5116,0.006101247828880665,0.014460051668444229,0.010117103495417728
2007,66,238499.14,216023.57,454522.71,1581,3368,4949,0.00662895472075916,0.015590891308758577,0.010888344830998653
2007,67,272693.84,242433.91,515127.75,1873,4054,5927,0.006868508654247561,0.016722083144226813,0.011505883734665817
2007,68,272194.03,236315.31,508509.33,2146,4516,6662,0.007884081807378361,0.019110061045134994,0.013101037890494556
2007,69,271383.67,231540.46,502924.13,2344,4560,6904,0.008637218296885735,0.01969418217446748,0.013727716743278951
2007,70,271551.32,228218.81,499770.13,2662,4879,7541,0.009802935224177883,0.021378605908952027,0.015088936987890813
2007,71,273008.01,223114.02,496122.02,2779,5224,8003,0.010179188515384584,0.023414037360807716,0.016131112261455357
2007,72,276212.92,219902.94,496115.86,3258,5585,8843,0.01179524839026357,0.025397568581847975,0.017824465438375625
2007,73,274865.12,214543.59,489408.71,3559,5985,9544,0.012948168905534468,0.027896428879557764,0.019501083256160276
2007,74,276338.14,209450.82,485788.96,4010,6500,10510,0.014511207175383027,0.031033538087843246,0.02163490911773705
2007,75,278321.12,205356.96,483678.09,4537,7026,11563,0.016301314107962775,0.03421359568236694,0.023906396090838018
2007,76,276392.76,197453.47,473846.23,5157,7447,12604,0.018658231134563726,0.03771521462752719,0.0265993463744557
2007,77,264183.68,184109.31,448292.98,5461,7847,13308,0.02067122389997747,0.04262141876475448,0.029685943331077817
2007,78,254393.7,170814.86,425208.56,6060,8258,14318,0.02382134463235528,0.048344740030229226,0.03367288748843626
2007,79,247928.86,160196.02,408124.88,6890,8428,15318,0.02779022982641069,0.05261054550543765,0.03753262971862926
2007,80,233179.04,145550.36,378729.4,7564,8874,16438,0.032438593108540116,0.06096858846656237,0.04340302073195268
